"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","NIMI ENTERPRISES","0","Visit","CYCLOHEXANONE","Went for new customer folowup[ custmer will calll us","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup cutomer has conformed EA & Acetone","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-25 00:00:00","KWIK PATCH LIMITED","0","Visit","TOLUENE","Went for payemnt followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-25 00:00:00","INDUSTRIAL RUBBER PRODUCTS","0","Visit","TOLUENE","Went for new customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-25 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","MIX XYLENE","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-25 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","ISOBUTYL ACETATE","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-25 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","ACETONE","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-26 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","ETHYL ACETATE","Visit With Mr.Senthil Met Mr.Janakiraman regarding order followup customer will send enquiry us","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-26 00:00:00","TEX BIO SCIENCES (P) LIMITED","0","Visit","ISO PROPYL ALCOHOL","Visit With Mr.Senthil Went new customer comnvert customer need offer for IPA,Acetone & Phenol","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-26 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Visit With Mr.Senthil Met Mrs.Julie regrading stuck payemnt followup customer will conform next month","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-26 00:00:00","INDUSTRIAL RUBBER PRODUCTS","0","Visit","TOLUENE","Visit With Mr.Senthil went for new customer convet unable to meet Mr.Anand","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-26 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","DEG","Visit With Mr.Senthil Met Mr.Mohan regarding order followup customer need MIX, DEG & NBA offer","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-27 00:00:00","4 ACES","0","Visit","TOLUENE","Went for re-entry customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-27 00:00:00","SRIRAM AGENCIES","0","Visit","ACETONE","went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-27 00:00:00","POORNA NESAN INDUSTRIES","0","Visit","ACETIC ACID","Went for new customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-27 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Went for order & payemnt followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-27 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","ISO PROPYL ALCOHOL","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-29 00:00:00","CLARION COSMETCIS","0","Visit","MONO PROPYLENE GLYCOL","Went for order followup customer will say tomorrow","2015-06-30",""
"Chennai","CHANDRASEKARAN.A","2015-06-29 00:00:00","ICA SPECIALITIES","0","Visit","CYCLOHEXANONE","Went for PDC followup","2015-06-30",""
"Chennai","CHANDRASEKARAN.A","2015-06-29 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for order followup customer will conform next week","2015-06-30",""
"Chennai","CHANDRASEKARAN.A","2015-06-29 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","met Mr.Senthil regarding payemnrt followup collected 4lacks","2015-06-30",""
"Chennai","CHANDRASEKARAN.A","2015-06-29 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Met Mr.nagappan regarding payemnt followuyp customer will release next week","2015-06-30",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","COLOUR DOT MADARS PRIVATE LIMITED","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for new customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","MONICHEM","0","Visit","TOLUENE","Went for new customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Went for PDC followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Met MrJayaraman regarding order followup customer will confom","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met mrs.Logeshwari regarding payemnt followup customer will release tomorrow","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-30 00:00:00","YAMUNA ROTO PRINITING","0","Visit","ETHYL ACETATE","Went for new customer followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","SURFACE TREATMENT TECHNOLOGY PVT LTD","0","Visit","METHYL ETHYL KETONE","Met Mr.Monesh reagdring order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","INDO AMERICAN PESTICIDES FERTILIZERS","0","Visit","SOLVENT C9","","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","KWIK PATCH LIMITED","0","Visit","HEXANE","Met Mr.Shankar regarding payemht followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR H","Met Mr.Mankandan ergarding order foloowup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","ETHYL ACETATE","Met Mr.Janakiraman regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","MIX XYLENE","Met Mr>mohan regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-01 00:00:00","INDUSTRIAL RUBBER PRODUTCS","0","Visit","TOLUENE","Met Mr.Anand regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met Mr.Ravi regarding order followup customer will conform","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Jayaprakash regarding order followup customer will conform next week","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Met Mr.Nagappan regarding payemnt followup customer will release on 4th","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met Mrs.Logeshwari regarding order followup customer will send PO tomorrow","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding payemnt followup customer will relase on friday","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","KANNAN & CO","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for new customer followup customer will sent Mail enquiry","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","FOURRTS PHARAMA PVT LTD","0","Visit","ISO PROPYL ALCOHOL","Went for new customer followup customer will sent Mail enquiry","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-13 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Went for PDC and COB followup collected COB and they will send couir","2015-07-18",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Met Mr.Ammer regarding order followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","PRASAD ORGANICS P LTD","0","Visit","TOLUENE","met Mrs.Anuratha regarding order followup customer will send RTGS","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","ACETONE","Met Mr.rajkumar regarding payemnt followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Met mr.saratha regarding order followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","AMRUTANJAN PHARMAESSENSE PVT LTD","0","Visit","HEXANE","Went for order followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-14 00:00:00","MAHALAKSHMI CHEMICAL","0","Visit","MPG (USP)","went for order followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Met Mrs.nagappan regarding order followup customerwill conform","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthl regarding order followup conformed BA 95ED & VAT NIL","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","AGNI SOLDERS","0","Visit","EXXSOL D40","Met Mr.Srikanth regarding order followup customer D40 3barrels'","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","NIMI ENTERPRISES","0","Visit","CYCLOHEXANONE","Went new customer followup customer wil give next week","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met mrs.Logeshwari regarding order fololowup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Jayaprakash regarding order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","SUSUN INDUSTRIES","0","Visit","ACETIC ACID","Met Mr.Srram regarding order followup'","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Met Mr.jayaram regarding ordert followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-15 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Met Mrs.kalaiselvi regarding order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","GLITTER COATS","0","Visit","MIX XYLENE","Went for new customer followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE","Met Mr.krishanan regarding order followup customer need conform with Production Dept","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","KANISSHKA FLORA CHEM INDIA","0","Visit","MONO PROPYLENE GLYCOL","Met Mr.Mahendarn regarding order followuyp customer will conform","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","CHEMECOAT PAINTS","0","Visit","MIX XYLENE","Met Mrs.Bhuvaneshwari regarding order followup csutomer will conform","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","EAU CHEMICAL (MFG) PVT.LTD.","0","Visit","ACETIC ACID","Met Mrs.Kalpana regarding order followup customer will call us","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-16 00:00:00","DS PACKS","0","Visit","N-BUTANOL","Went for new customer followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","SURFACE TREATMENT TECHNOLOGY PVT LTD","0","Visit","METHYL ETHYL KETONE","Went for order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","INDUSTRIAL RUBBER PRODUTCS","0","Visit","TOLUENE","Went for order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","KWIK PATCH LIMITED","0","Visit","TOLUENE","Went for payemnt folowup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","ETHYL ACETATE","Went for order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","CARBORANDAM UNIVERSAL LTD","0","Visit","MIX XYLENE","Went for order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-17 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","TOLUENE","Went for order followup","2015-08-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding payemnt followup","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","INDUSTRIAL LUBE PRODUCTS","0","Visit","DEG","Met .Raja regarding new customer followup","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Went for payemnt followup customer will release next week","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","SAI MIRRA INNOPHARM PVT LTD","0","Visit","TOLUENE","met Mr.Pandian ergarding order fololowup","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","SHIVA COATING","0","Visit","ETHYL ACETATE","Met Mr.Shiva eragrding newcustomer followup","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","KELVIN BIO ORGANICS PRIVATE LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Met Mrs.Selvi regrading order followup customer will conform","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Arun regarding order followup customer will send mail","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-20 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Arun regarding order followup conformed IPA 5brls","2015-08-26",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","NIMI ENTERPRISES","0","Visit","CYCLOHEXANONE","Met Ram regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","ICA SPECIALITIES","0","Visit","METHYL ETHYL KETONE","Met Mrs.Jaya eragrding order followup conformed BA","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met Mr.srikanth regarding order & ayemnt followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup conformed","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","TRINITY COLOUR INK","0","Visit","ISOPHORONE","Met Mr.Dinakaran regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","YAMUNA ROTO PRINITS","0","Visit","ETHYL ACETATE","Met Mr.Dayalan regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-22 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met Mr.Sriram regarding payemnt followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","WINDIA SPECIALITY CHEMICALS (CHE)P.LTD,","0","Visit","HYDROGEN PEROXIDE","Met Mr.Ragavan ergarding order followup customer will send mail us","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","RAMANA HEALTHCARE PRIVATE LIMITED","0","Visit","MPG (USP)","Met Mr.Reddy new customer followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Met Mr.Narasimman refgarding order followup customer will call us","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Met Mrs.Anuratha regarding order followu[","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Met Mr.Ameer regardingv order followup customer will conform","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","TOLUENE","Met Mr.Palnivel regarding order followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-23 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Met Mrs.Saratha regarding order & short payemnt followup","2015-08-29",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","INDO AMERICAN PESTICIDES FERTILIZERS","0","Visit","SOLVENT C9","Met Mr.balaji regarding order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","INDUSTRIAL RUBBER PRODUCTS","0","Visit","TOLUENE","Met Mr.anand regarding order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","KWIK PATCH LIMITED","70","Visit","HEXANE","Went for payemnt followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","WABCO INDIA LIMITED","0","Visit","ISOPAR H","Went for order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","BASF CATALYSTS INDIA PRIVATE LIMITED","48","Visit","ACETIC ACID","Met Mrs.Savithiri regarding order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","ETHYL ACETATE","Met Mr.Janakiraman regarding order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-24 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","MIX XYLENE","Met Mr.Mohan regarding order followup","2015-08-28",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","APOLLO SEALS CO","0","Visit","TOLUENE","Went for re-enry customer followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","LAUNDRY PROJECT INDIA PVT LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for order followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Went for PDC followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","MONICHEM","0","Visit","VINYL ACETATE MONOMER","Went new customer followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","ICA SPECIALITIES","0","Visit","BUTYL ACETATE","Went for order followup customer will send PO","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-25 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Srikanth went for order followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","BBL DAIDO PRIVATE LIMITED","0","Visit","ISOPAR H","Visit with mr.gowtham Went for order followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Visit with mr.gowtham Met Mr.Srikanth collcteted 1lacks and promatoed YD 40  customer need 1brls sample","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","0","Visit","EXXSOL D40","Visit with mr.gowtham Met mr.Loganathan regarding order followup customer will conform Augest 3rd week","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","ATALS INSULATION","0","Visit","LOW AROMATIC WHITE SPIRIT","Visit with mr.gowtham Went for order followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","INDUSTRIAL LUBE PRODUCTS","0","Visit","DEG","Visit with mr.gowtham Went for new customer followup customer need offer for DEG","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Visit with mr.gowtham went for MDC order followup customer will conform next week","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-27 00:00:00","OMEGA MULTI ZONE","0","Visit","LOW AROMATIC WHITE SPIRIT","Visit with mr.gowtham Went for new customer followup","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-07-29 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met Mr.Arun regarding payemnt followup customer will  release next week","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-07-29 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Jayaprakash regarding order followup","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-07-29 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Srikanth regarding payemnt followup collected0.82lacks","2015-08-14",""
